Seconds_Since_Start,Score_Difference
38,-2
58,0
83,-3
95,0
114,2
134,0
152,1
164,3
210,1
239,-2
260,0
292,3
342,1
365,4
385,1
408,3
419,0
440,-2
466,-4
509,-6
552,-9
583,-6
608,-8
629,-6
641,-9
702,-12
751,-14
786,-16
819,-18
844,-20
864,-18
910,-20
945,-17
972,-19
987,-17
1029,-20
1101,-22
1113,-25
1135,-23
1170,-21
1183,-24
1210,-26
1229,-24
1244,-26
1266,-24
1290,-22
1311,-24
1361,-22
1395,-20
1409,-22
1439,-24
1465,-26
1493,-24
1521,-22
1550,-20
1568,-22
1595,-19
1611,-21
1636,-18
1653,-20
1698,-22
1735,-24
1752,-22
1767,-25
1786,-23
1798,-25
1827,-28
1840,-27
1856,-30
1896,-27
1939,-29
2023,-26
2040,-28
2056,-26
2068,-27
2082,-25
2102,-22
2120,-25
2229,-27
2266,-30
2301,-28
2335,-26
2346,-28
2362,-26
2440,-24
2527,-26
2542,-24
2572,-21
2587,-23
2609,-25
2621,-23
2637,-25
2662,-23
2673,-25
2739,-27
2778,-29
2795,-26
2827,-23
2850,-25
2862,-22
