Seconds_Since_Start,Score_Difference
7,-2
40,0
86,-2
108,1
139,3
162,5
196,7
283,5
307,3
319,6
358,8
367,6
416,8
427,5
445,7
458,4
471,6
490,4
507,6
517,4
562,5
604,3
637,6
660,4
667,6
682,3
716,2
733,4
772,6
784,4
797,2
817,0
836,1
854,-1
883,-4
914,-6
943,-8
963,-6
984,-8
995,-6
1019,-8
1031,-6
1057,-5
1075,-7
1093,-5
1147,-7
1172,-6
1190,-8
1214,-10
1229,-8
1244,-11
1262,-9
1277,-11
1289,-9
1330,-7
1379,-9
1386,-7
1437,-4
1473,-6
1487,-4
1533,-1
1563,-3
1584,-1
1612,2
1623,0
1681,3
1708,1
1718,3
1730,0
1783,3
1818,5
1839,7
1903,4
1928,7
1943,5
1957,7
1973,6
1985,8
2048,10
2125,8
2131,10
2149,8
2155,6
2159,8
2169,6
2192,4
2217,2
2240,3
2251,0
2295,-2
2313,1
2365,-1
2383,1
2392,-2
2405,0
2471,2
2528,-1
2594,1
2614,-2
2643,1
2746,3
2770,1
2787,3
2799,0
2824,-3
2833,-1
2875,-3
2877,-2
2880,0
3308,2
3367,-1
3423,2
3434,-1
3463,2
3518,4
3538,2
3556,4
3560,2
3576,4
3587,2
3590,3
