Seconds_Since_Start,Score_Difference
22,3
39,1
59,3
76,6
141,4
183,1
199,3
241,5
255,3
277,6
349,4
364,6
403,8
478,10
501,8
533,6
555,4
578,6
596,4
607,7
635,5
661,3
748,0
846,-3
923,0
944,-2
960,-4
974,-2
1036,1
1046,-1
1055,0
1101,-3
1124,-5
1156,-3
1181,-1
1222,1
1248,-1
1283,-3
1297,0
1330,-2
1396,-4
1406,-2
1428,-1
1454,1
1478,-1
1508,2
1557,0
1583,-2
1595,0
1614,-3
1641,-6
1660,-4
1672,-5
1691,-2
1739,0
1762,-3
1777,0
1829,-3
1862,-5
1880,-3
1900,-6
1932,-3
1973,-5
1982,-3
1997,-5
2021,-8
2037,-5
2055,-7
2079,-4
2160,-8
2175,-10
2195,-7
2220,-5
2269,-7
2306,-10
2320,-8
2332,-10
2343,-8
2354,-11
2373,-9
2395,-6
2414,-8
2431,-6
2442,-8
2540,-5
2557,-8
2583,-7
2595,-9
2611,-11
2630,-13
2655,-16
2704,-19
2790,-17
2806,-19
2841,-22
2853,-20
