Seconds_Since_Start,Score_Difference
23,-3
49,-5
64,-3
109,0
123,-2
133,0
191,-3
224,0
253,-3
269,0
286,-2
300,0
312,2
325,-1
347,-2
374,0
387,2
415,4
433,2
468,1
489,4
567,2
586,4
607,7
666,9
685,7
699,9
719,8
732,6
788,7
803,5
829,3
846,4
882,6
978,4
1038,6
1077,9
1103,11
1118,8
1148,5
1170,7
1203,4
1232,6
1259,8
1282,10
1303,8
1323,6
1341,8
1386,10
1480,13
1546,16
1561,14
1584,16
1602,14
1612,17
1638,20
1664,22
1671,19
1690,22
1726,24
1744,27
1760,26
1780,28
1801,26
1811,27
1925,24
1954,21
1981,19
1990,21
2008,19
2033,16
2098,14
2124,12
2136,14
2158,11
2160,14
2218,12
2233,14
2258,11
2328,14
2355,11
2478,14
2487,12
2499,15
2530,17
2550,15
2604,13
2635,11
2654,9
2679,8
2692,6
2730,9
2760,8
2792,6
2827,3
2866,1
2871,3
2879,4
2880,1
