Seconds_Since_Start,Score_Difference
23,2
47,4
59,2
82,-1
89,1
103,-1
115,1
145,4
168,7
180,5
198,3
213,5
231,3
260,1
272,3
287,0
315,-2
336,-4
358,-7
393,-9
421,-12
471,-9
521,-7
565,-4
586,-5
622,-7
648,-9
733,-6
752,-8
921,-10
957,-12
973,-15
988,-12
1017,-15
1027,-14
1049,-16
1099,-14
1113,-16
1137,-13
1173,-15
1211,-12
1237,-14
1246,-12
1274,-14
1301,-16
1323,-14
1335,-16
1352,-14
1367,-17
1387,-14
1403,-12
1438,-9
1452,-7
1488,-5
1508,-8
1527,-6
1585,-8
1667,-5
1704,-3
1714,-6
1749,-9
1757,-6
1787,-4
1807,-7
1857,-5
1873,-7
1887,-9
1903,-7
1933,-4
2032,-2
2054,0
2105,-2
2237,1
2325,3
2374,5
2413,3
2493,1
2539,3
2549,1
2565,2
2656,4
2686,2
2700,4
2717,2
2760,0
2815,3
2871,0
3313,-2
3330,0
3366,1
3389,-1
3424,-2
3485,0
3541,2
3587,4
