Seconds_Since_Start,Score_Difference
18,2
70,-1
83,1
131,0
147,2
200,0
218,2
247,-1
266,1
299,-1
385,-2
396,-3
472,-5
489,-3
521,-5
529,-3
584,-6
621,-4
657,-7
668,-4
688,-6
703,-5
704,-3
719,-5
824,-7
911,-5
936,-6
990,-3
1016,-5
1085,-3
1104,-1
1152,1
1183,3
1201,0
1227,-1
1269,-4
1283,-2
1328,-3
1352,0
1372,-3
1440,-6
1455,-8
1473,-6
1501,-8
1519,-6
1556,-9
1605,-11
1616,-9
1634,-7
1673,-5
1696,-7
1808,-5
1826,-8
1844,-6
1866,-4
1884,-7
1941,-10
1970,-12
2012,-14
2033,-17
2054,-15
2066,-18
2091,-16
2137,-17
2155,-15
2190,-12
2213,-15
2240,-12
2254,-14
2273,-11
2315,-14
2322,-11
2347,-13
2390,-11
2408,-8
2431,-10
2456,-12
2465,-10
2494,-13
2526,-11
2538,-13
2570,-11
2590,-13
2618,-10
2642,-13
2662,-11
2687,-14
2725,-12
2752,-10
2770,-11
2789,-13
2800,-10
2814,-12
2842,-14
