Seconds_Since_Start,Score_Difference
40,-2
62,0
91,2
122,4
152,6
167,4
249,2
288,5
307,3
330,5
381,7
456,9
478,7
519,5
551,3
566,5
578,3
594,1
616,3
638,5
691,3
709,5
718,3
824,1
857,-1
884,-3
955,-1
986,1
1006,-1
1029,2
1046,1
1069,-1
1121,1
1171,3
1200,5
1230,4
1265,6
1285,5
1352,7
1362,4
1381,7
1393,5
1413,8
1439,10
1457,8
1480,10
1537,8
1556,10
1620,12
1633,10
1731,9
1767,7
1812,9
1828,7
1846,9
1880,7
1891,9
1904,8
1921,10
1938,8
1958,10
2005,8
2056,10
2089,12
2135,14
2157,11
2200,13
2318,16
2332,14
2358,16
2386,18
2404,16
2481,18
2493,17
2508,19
2525,16
2544,14
2565,12
2612,10
2632,12
2651,9
2672,11
2698,13
2717,10
2780,7
2821,5
2855,4
2858,6
2871,8
