Seconds_Since_Start,Score_Difference
20,3
38,1
60,3
115,1
132,4
155,6
212,8
232,6
242,8
258,6
306,4
352,7
369,4
400,6
429,4
452,5
466,3
487,5
499,3
526,1
536,3
548,1
565,4
579,1
610,-1
649,-4
675,-1
690,-3
718,-5
738,-7
868,-10
889,-8
908,-10
920,-12
927,-9
957,-11
998,-8
1060,-6
1119,-8
1132,-6
1166,-9
1189,-11
1248,-9
1261,-11
1283,-8
1306,-6
1342,-7
1380,-10
1391,-9
1404,-12
1431,-14
1440,-11
1546,-13
1586,-15
1600,-14
1604,-11
1652,-13
1711,-11
1736,-9
1778,-12
1792,-15
1807,-13
1842,-11
1901,-13
1967,-10
1997,-8
2032,-9
2046,-6
2071,-8
2085,-6
2098,-8
2128,-10
2140,-9
2159,-10
2196,-12
2241,-14
2252,-12
2277,-10
2290,-12
2303,-15
2319,-13
2398,-15
2419,-13
2450,-15
2498,-18
2512,-15
2547,-17
2636,-19
2647,-17
2675,-15
2692,-17
2705,-14
2722,-16
2800,-15
2807,-13
