Seconds_Since_Start,Score_Difference
29,3
58,5
153,2
181,0
213,3
232,6
253,4
267,2
288,5
324,3
346,6
394,8
483,10
571,12
603,14
613,12
625,14
635,12
648,14
670,12
684,14
755,12
786,10
809,13
840,10
887,12
926,11
963,8
983,11
1007,9
1035,11
1048,9
1093,7
1134,5
1146,6
1181,4
1187,5
1196,3
1211,5
1252,3
1313,5
1328,4
1332,1
1344,3
1362,1
1370,4
1385,2
1413,-1
1430,0
1460,-2
1524,-4
1537,-6
1573,-8
1619,-5
1640,-7
1663,-5
1676,-7
1685,-4
1697,-6
1711,-4
1805,-6
1828,-4
1836,-5
1890,-3
1928,-6
1945,-5
1953,-7
1963,-5
2003,-3
2014,-6
2036,-3
2046,-4
2083,-7
2106,-9
2176,-7
2242,-8
2254,-6
2273,-8
2281,-6
2299,-8
2309,-6
2332,-9
2352,-12
2381,-14
2418,-16
2477,-14
2524,-12
2548,-9
2627,-6
2655,-8
2674,-6
2698,-8
2766,-10
2777,-12
2829,-15
