Seconds_Since_Start,Score_Difference
31,-3
78,-1
82,-3
130,-6
152,-3
183,-1
196,-3
209,-1
224,-3
252,-5
289,-3
310,-5
330,-2
343,-5
393,-3
411,-5
428,-3
457,-1
482,-3
499,0
535,-3
557,-1
600,1
629,3
676,1
693,-2
732,-4
750,-2
794,-4
814,-2
832,-5
864,-7
888,-8
894,-7
918,-9
931,-6
993,-4
1020,-1
1068,-4
1083,-2
1151,-4
1170,-6
1188,-5
1237,-7
1251,-4
1279,-1
1321,1
1342,-1
1366,1
1396,3
1408,0
1431,3
1453,0
1479,3
1558,6
1587,4
1653,1
1698,-1
1712,-3
1737,-1
1767,1
1816,-2
1850,-4
1916,-5
1927,-3
1978,0
2003,3
2041,1
2070,-2
2093,0
2107,-2
2131,0
2156,2
2211,4
2230,2
2244,4
2277,6
2296,8
2424,10
2446,12
2488,10
2537,7
2567,10
2613,8
2647,10
2717,13
2750,10
2783,8
2807,11
2833,13
2857,11
