Seconds_Since_Start,Score_Difference
21,-2
35,1
53,-1
79,2
104,0
168,2
219,0
239,3
275,1
299,3
307,1
347,3
357,1
366,3
427,1
449,-2
462,1
474,-2
491,1
516,-2
536,0
557,-2
598,0
616,-2
651,-4
679,-6
688,-4
768,-2
785,0
808,2
828,5
845,7
876,8
891,5
912,2
933,5
948,7
963,5
988,3
1018,5
1048,3
1074,0
1090,3
1106,1
1115,3
1135,5
1247,3
1259,5
1287,8
1315,6
1324,7
1337,5
1413,4
1432,5
1454,7
1518,5
1547,7
1572,10
1582,8
1602,10
1639,8
1664,5
1722,7
1747,5
1786,3
1803,5
1822,7
1843,10
1917,13
1938,15
1946,12
1961,14
1990,16
2033,19
2092,21
2103,19
2111,20
2126,18
2143,20
2175,18
2251,20
2264,17
2300,14
2316,17
2353,19
2380,17
2422,15
2455,13
2499,11
2518,13
2550,16
2565,13
2579,15
2587,12
2642,9
2658,11
2690,13
2707,12
2739,13
2793,11
2819,9
2821,11
2850,13
2856,11
2859,13
2874,11
