Seconds_Since_Start,Score_Difference
5,2
51,-1
66,2
80,-1
105,-4
130,-1
182,-3
204,-2
230,1
243,-2
256,0
289,3
313,1
350,3
372,1
376,0
385,2
404,0
414,3
447,6
463,4
534,7
550,5
576,2
606,0
660,3
673,0
745,1
769,2
806,-1
833,1
846,-2
871,-4
889,-1
903,-4
948,-2
974,-5
986,-3
1043,0
1071,2
1134,4
1149,1
1188,4
1231,6
1299,8
1356,6
1374,8
1387,6
1440,9
1449,6
1498,7
1543,4
1575,2
1661,4
1682,2
1728,4
1774,5
1788,7
1815,10
1836,8
1847,11
1869,8
1960,5
1973,8
1974,7
1996,10
2037,8
2072,5
2133,3
2159,1
2222,-1
2236,1
2261,3
2280,5
2286,8
2336,5
2350,7
2377,9
2464,7
2501,5
2518,7
2533,9
2577,6
2592,8
2615,10
2628,7
2689,9
2699,6
2764,4
2782,7
2800,4
2840,6
2863,8
2872,5
2880,7
