Seconds_Since_Start,Score_Difference
17,-2
40,0
60,2
98,0
135,-2
190,-4
194,-1
239,2
264,0
279,2
318,-1
346,0
378,-2
393,0
407,-2
489,1
507,3
536,0
558,-3
771,-5
790,-7
799,-5
823,-7
840,-5
873,-3
925,-5
976,-3
1054,0
1122,2
1147,1
1158,-2
1175,0
1207,3
1267,5
1310,3
1329,1
1372,-1
1393,1
1414,-1
1433,1
1453,3
1469,1
1497,-2
1536,0
1551,3
1575,1
1582,2
1591,0
1620,-2
1636,1
1670,3
1689,1
1699,4
1716,2
1742,5
1762,3
1775,6
1785,9
1801,7
1883,5
1939,2
1976,1
2021,3
2043,6
2076,8
2096,6
2124,3
2140,5
2171,4
2190,2
2222,4
2235,2
2251,0
2274,2
2304,4
2308,1
2336,-1
2348,1
2414,2
2429,-1
2439,2
2456,0
2462,3
2483,1
2496,4
2510,2
2539,-1
2552,1
2619,4
2632,5
2654,3
2681,6
2712,8
2723,6
2761,3
2779,5
2827,3
2863,4
2876,5
