Seconds_Since_Start,Score_Difference
58,-2
72,0
99,-3
120,-1
154,1
167,-1
179,1
242,3
259,1
291,3
308,1
322,4
345,2
414,0
428,3
461,5
523,3
580,0
595,3
615,1
628,-1
677,-3
695,-1
750,1
795,-2
812,0
837,-2
871,-4
890,-1
902,-3
924,-4
978,-1
1066,-3
1077,-1
1136,1
1165,3
1180,0
1195,2
1209,4
1221,1
1270,4
1295,2
1329,4
1344,2
1435,-1
1440,1
1498,3
1550,1
1583,-1
1644,-3
1661,-1
1672,-3
1691,-1
1780,2
1795,1
1808,2
1837,4
1867,1
1896,3
1904,1
1913,3
1950,5
1973,2
2010,0
2023,3
2047,5
2090,2
2097,3
2116,5
2128,3
2149,6
2182,8
2201,6
2227,3
2265,1
2332,-1
2356,2
2373,4
2406,6
2425,3
2453,5
2467,4
2480,7
2506,5
2546,7
2555,5
2631,2
2646,4
2677,6
2704,4
2715,6
2748,9
2757,6
2786,4
2817,1
2859,0
2879,2
