Seconds_Since_Start,Score_Difference
16,-2
39,0
53,-2
86,-4
100,-2
110,-5
136,-8
191,-10
231,-7
256,-10
278,-12
293,-10
322,-8
343,-10
374,-8
387,-10
431,-12
478,-14
487,-13
500,-15
520,-17
576,-15
597,-17
658,-15
690,-13
753,-15
777,-17
808,-15
847,-13
860,-15
883,-13
901,-16
908,-15
928,-17
931,-14
964,-13
989,-10
1007,-8
1036,-6
1066,-4
1089,-6
1114,-4
1205,-6
1214,-5
1226,-6
1235,-8
1259,-10
1270,-7
1288,-9
1301,-7
1312,-9
1329,-8
1368,-6
1403,-8
1422,-10
1487,-12
1508,-10
1560,-7
1613,-5
1678,-7
1693,-5
1731,-7
1742,-5
1758,-8
1773,-5
1792,-7
1807,-5
1837,-2
1934,-5
1968,-4
1995,-6
2050,-9
2072,-7
2092,-9
2102,-7
2172,-9
2187,-7
2212,-10
2279,-7
2328,-9
2354,-11
2415,-9
2475,-11
2489,-9
2503,-10
2541,-13
2569,-16
2605,-19
2618,-16
2676,-18
2689,-15
2718,-13
2733,-15
2752,-13
2768,-11
2789,-9
2854,-11
2858,-9
