Seconds_Since_Start,Score_Difference
32,-2
122,-5
139,-3
179,-6
210,-8
227,-6
243,-8
258,-6
276,-9
297,-6
313,-8
330,-6
356,-9
375,-7
405,-8
449,-6
480,-4
493,-2
510,-5
549,-3
575,0
614,3
626,0
644,2
661,0
683,2
768,0
806,-3
872,-5
877,-3
883,-5
909,-8
998,-9
1021,-11
1043,-8
1085,-6
1115,-5
1141,-3
1151,-5
1179,-8
1198,-7
1210,-9
1231,-6
1298,-8
1332,-7
1347,-9
1374,-11
1397,-8
1413,-10
1435,-7
1464,-9
1482,-7
1494,-9
1520,-7
1544,-5
1604,-7
1612,-5
1637,-7
1650,-4
1682,-1
1750,-4
1767,-2
1792,-5
1810,-3
1830,-5
1847,-3
1878,0
1917,2
1928,0
1956,-2
1980,0
2005,3
2019,1
2062,-1
2112,-3
2200,-5
2213,-2
2225,-3
2284,-5
2329,-7
2344,-4
2369,-6
2476,-8
2511,-10
2530,-7
2549,-9
2563,-7
2599,-4
2650,-2
2684,0
2730,-3
2747,0
2857,3
2871,5
2876,2
2877,3
