Seconds_Since_Start,Score_Difference
54,-3
95,-1
111,-3
123,-1
146,1
160,0
186,2
246,4
254,1
271,3
289,5
320,7
339,5
363,3
374,6
388,3
398,6
422,7
460,9
468,7
478,9
489,7
503,10
527,7
566,9
584,6
604,4
623,6
632,4
645,7
654,6
665,4
716,1
737,3
759,1
773,4
796,2
823,0
831,2
844,0
874,-3
896,-1
959,1
985,3
1008,1
1027,3
1051,6
1131,7
1147,4
1163,6
1176,4
1198,6
1230,8
1292,5
1304,8
1327,6
1361,8
1386,10
1401,8
1474,11
1485,8
1503,11
1540,14
1551,12
1567,14
1592,17
1627,14
1647,13
1688,16
1735,19
1830,18
1855,21
1875,22
1893,25
1903,27
1920,25
1943,23
1949,24
1962,22
1995,25
2009,22
2059,19
2084,17
2091,15
2121,13
2153,10
2171,7
2184,10
2215,13
2240,10
2263,12
2327,15
2347,17
2362,15
2373,17
2391,15
2409,16
2423,13
2482,10
2495,12
2510,14
2545,16
2572,17
2592,14
2632,16
2652,14
2674,16
2718,13
2730,16
2775,14
2797,16
2801,14
2829,12
2843,14
2856,12
