Seconds_Since_Start,Score_Difference
18,-2
41,0
54,-3
86,-6
121,-3
143,-6
227,-4
228,-6
240,-4
267,-6
304,-9
316,-12
338,-10
349,-12
405,-14
474,-12
486,-14
538,-12
595,-10
625,-7
638,-9
672,-8
681,-11
688,-8
701,-10
771,-12
796,-9
813,-12
831,-10
883,-8
892,-10
912,-8
918,-10
967,-13
998,-15
1017,-13
1044,-15
1060,-13
1079,-16
1098,-14
1123,-15
1156,-17
1175,-15
1192,-17
1210,-20
1237,-22
1252,-21
1274,-23
1291,-21
1312,-24
1361,-25
1377,-24
1391,-26
1404,-24
1410,-27
1440,-30
1545,-28
1586,-30
1613,-33
1653,-31
1680,-28
1693,-31
1721,-28
1734,-31
1745,-29
1760,-31
1774,-28
1790,-26
1825,-29
1848,-27
1864,-30
1885,-32
1894,-30
1907,-33
1931,-31
1965,-29
1975,-30
2001,-32
2026,-35
2046,-38
2068,-35
2087,-37
2100,-39
2124,-37
2160,-40
2173,-43
2189,-40
2206,-42
2224,-40
2235,-43
2250,-41
2303,-38
2325,-40
2345,-38
2364,-35
2388,-32
2437,-35
2452,-32
2470,-35
2504,-33
2549,-35
2587,-37
2641,-35
2657,-37
2675,-35
2696,-38
2707,-36
2722,-38
2746,-36
2761,-38
2793,-35
2811,-38
2824,-36
