Seconds_Since_Start,Score_Difference
32,-2
77,-4
104,-6
139,-4
207,-6
238,-8
266,-11
319,-13
334,-11
356,-14
385,-16
420,-14
443,-16
459,-13
486,-16
514,-18
530,-15
556,-13
580,-10
603,-13
627,-15
641,-12
698,-15
717,-13
782,-14
792,-11
812,-13
823,-10
865,-8
887,-11
908,-9
922,-12
967,-10
997,-13
1015,-11
1042,-13
1054,-11
1074,-13
1096,-15
1125,-13
1169,-15
1184,-13
1197,-15
1210,-13
1229,-11
1254,-12
1266,-9
1287,-11
1298,-9
1314,-11
1322,-9
1341,-7
1362,-9
1395,-6
1430,-8
1493,-10
1507,-7
1548,-9
1571,-6
1594,-4
1634,-7
1636,-8
1644,-10
1683,-12
1717,-14
1747,-12
1765,-15
1785,-12
1805,-10
1857,-7
1886,-5
1898,-7
1923,-5
1939,-7
1980,-9
1990,-6
2020,-8
2041,-5
2060,-7
2079,-8
2102,-6
2118,-7
2155,-9
2171,-7
2189,-9
2205,-7
2238,-5
2291,-6
2320,-4
2385,-7
2404,-5
2429,-7
2439,-5
2477,-3
2500,-5
2550,-2
2587,-1
2623,2
2640,-1
2674,1
2683,0
2701,2
2720,0
2744,2
2755,0
2774,2
2790,0
2822,1
2853,-2
2857,0
3324,-1
3348,-4
3369,-7
3415,-9
3424,-7
3439,-8
3492,-10
3502,-8
3537,-10
