Seconds_Since_Start,Score_Difference
72,-2
87,1
131,3
153,0
172,-2
208,-5
222,-3
268,-5
274,-3
303,-1
329,1
351,-2
368,0
411,-1
431,1
473,-2
493,0
504,-2
519,0
528,-2
561,-4
626,-2
641,-4
683,-3
693,-5
718,-3
720,-6
750,-8
777,-6
791,-8
813,-6
899,-4
931,-6
1024,-8
1045,-11
1115,-9
1195,-7
1207,-10
1255,-8
1299,-6
1370,-8
1385,-6
1405,-8
1415,-6
1461,-4
1473,-7
1489,-5
1558,-3
1597,-1
1650,2
1680,0
1696,2
1727,4
1738,2
1778,0
1793,2
1821,4
1842,2
1855,4
1903,2
1931,4
1955,6
1995,8
2009,6
2029,8
2045,6
2097,9
2110,7
2222,5
2262,7
2297,4
2317,5
2334,7
2350,4
2379,2
2397,4
2424,3
2467,1
2496,3
2535,2
2549,5
2576,7
2601,9
2611,7
2630,10
2678,7
2698,9
2712,6
2731,9
2764,11
2772,8
2789,10
2796,8
2847,9
2854,7
2863,6
