Seconds_Since_Start,Score_Difference
129,2
160,5
193,7
219,9
241,7
250,10
268,8
280,10
296,11
310,9
344,7
360,9
380,7
391,10
431,13
472,11
517,13
549,11
568,15
596,12
617,14
649,11
687,8
707,11
716,8
745,5
772,7
795,10
839,8
863,11
880,9
907,7
950,9
1052,11
1064,10
1079,13
1100,11
1128,9
1145,11
1163,13
1176,11
1210,8
1221,10
1234,8
1254,11
1268,9
1320,7
1364,9
1375,7
1391,10
1405,7
1414,9
1470,7
1486,10
1520,12
1537,10
1566,8
1579,11
1599,9
1611,10
1637,12
1655,9
1701,11
1711,9
1736,11
1758,9
1776,11
1791,8
1813,10
1829,7
1850,5
1874,8
1914,6
1936,4
1970,2
2037,4
2057,2
2096,0
2126,2
2245,5
2258,3
2297,5
2309,3
2328,6
2349,9
2372,7
2380,10
2402,8
2415,11
2453,10
2515,8
2597,10
2630,12
2662,14
2671,12
2708,10
2759,12
2820,14
2823,12
2847,9
