Seconds_Since_Start,Score_Difference
41,-2
65,0
97,2
111,0
135,2
156,0
179,2
220,0
313,2
356,0
411,1
419,3
447,1
472,-1
496,2
510,0
549,-2
572,-4
676,-6
697,-3
735,-5
815,-3
867,-6
949,-7
968,-5
999,-7
1016,-6
1068,-4
1108,-6
1131,-4
1156,-1
1192,-4
1209,-2
1225,0
1243,-2
1253,0
1273,-3
1334,-2
1367,-3
1400,0
1414,-2
1435,0
1484,2
1511,-1
1543,1
1577,-2
1591,0
1603,-2
1684,-3
1717,-2
1740,-4
1774,-6
1866,-3
1895,-1
1919,1
1930,-1
1995,2
2055,-1
2126,-4
2201,-6
2225,-4
2254,-1
2310,1
2384,-2
2428,-4
2492,-2
2499,-4
2547,-1
2564,-2
2583,0
2622,1
2669,3
2684,1
2703,-1
2738,2
2756,1
2812,0
2843,2
2869,4
2878,1
