Seconds_Since_Start,Score_Difference
14,-2
66,0
78,-2
177,-4
201,-2
223,-4
245,-6
277,-8
296,-5
344,-8
402,-10
428,-8
438,-10
475,-7
508,-9
543,-11
564,-9
585,-7
637,-6
681,-3
717,-1
741,1
763,2
851,0
860,2
893,5
913,3
927,6
974,9
1042,7
1085,9
1131,12
1175,14
1194,12
1218,14
1240,16
1247,13
1281,11
1295,13
1317,10
1330,13
1350,15
1397,12
1408,13
1422,11
1470,9
1497,12
1516,10
1541,12
1576,14
1588,12
1606,14
1635,17
1662,19
1679,16
1707,13
1726,15
1757,17
1773,15
1806,13
1857,11
1865,13
1882,11
1898,13
1984,11
2007,10
2028,12
2060,15
2073,17
2093,15
2114,12
2141,10
2182,13
2228,10
2240,13
2297,11
2339,13
2352,11
2400,9
2457,6
2481,9
2499,7
2521,10
2547,8
2564,6
2595,8
2618,6
2659,4
2682,2
2728,4
2742,2
2761,4
2805,7
2813,4
2848,6
2864,5
2869,7
2877,5
2878,7
