Seconds_Since_Start,Score_Difference
17,2
72,4
95,1
162,3
172,0
185,2
197,0
213,2
231,4
261,7
287,5
301,8
356,10
397,12
418,9
441,7
467,9
490,11
503,9
561,8
596,10
619,8
638,10
672,12
718,10
752,12
774,10
789,12
845,13
853,15
892,17
959,19
973,18
986,19
1004,17
1018,19
1050,21
1106,19
1137,17
1152,20
1244,17
1261,19
1280,17
1308,15
1356,17
1371,14
1407,16
1418,18
1438,15
1450,13
1482,11
1499,13
1516,11
1535,14
1548,12
1593,14
1623,12
1651,9
1728,7
1755,6
1791,4
1801,6
1816,4
1888,2
1933,0
1971,2
1988,-1
2016,-4
2041,-3
2052,-5
2159,-7
2174,-5
2196,-4
2232,-2
2256,-2
2308,-5
2327,-2
2410,0
2497,-2
2558,0
2610,2
2621,3
2636,0
2658,2
2685,5
2706,2
2724,4
2744,1
2783,-1
2873,-3
