Seconds_Since_Start,Score_Difference
27,-2
45,0
67,-2
152,0
218,-2
283,0
304,-1
311,1
360,-1
370,1
397,-1
406,1
441,-1
467,1
484,-2
494,0
515,-3
528,-1
558,-3
600,-6
623,-4
646,-7
711,-5
744,-2
767,0
786,-3
855,-1
893,1
919,-1
937,1
1009,3
1037,1
1057,3
1081,5
1109,8
1140,10
1151,8
1168,9
1187,8
1209,10
1222,9
1235,11
1278,9
1312,11
1334,9
1362,10
1370,8
1425,5
1462,8
1524,6
1546,4
1566,2
1589,4
1603,2
1661,4
1678,1
1699,4
1720,2
1728,4
1741,2
1755,-1
1838,-3
1888,-4
1898,-2
1917,-5
1958,-2
1979,0
1995,-3
2024,-6
2081,-8
2116,-11
2175,-14
2241,-12
2257,-14
2332,-11
2349,-13
2371,-11
2388,-13
2402,-16
2419,-13
2432,-14
2462,-16
2478,-15
2505,-13
2527,-15
2539,-12
2554,-14
2675,-16
2692,-14
2738,-17
