Seconds_Since_Start,Score_Difference
36,2
95,4
112,1
129,3
148,1
196,4
216,2
226,4
298,2
333,4
352,6
369,4
378,5
387,7
411,4
468,7
495,5
533,7
565,4
605,6
653,4
672,6
684,8
700,7
779,4
808,2
914,5
943,3
962,5
994,3
1016,0
1034,-2
1047,-5
1060,-3
1077,-5
1115,-7
1132,-9
1178,-8
1199,-7
1207,-9
1235,-11
1249,-9
1294,-11
1331,-13
1352,-11
1368,-9
1382,-11
1399,-8
1419,-10
1467,-12
1492,-14
1504,-12
1522,-15
1534,-12
1554,-14
1577,-16
1592,-14
1632,-17
1671,-19
1702,-16
1746,-15
1758,-17
1797,-15
1831,-13
1861,-11
1882,-9
1910,-7
1941,-5
1995,-8
2021,-5
2048,-3
2067,-5
2080,-3
2093,-5
2114,-7
2123,-4
2126,-5
2132,-4
2153,-6
2159,-4
2195,-2
2284,-4
2331,0
2351,-2
2388,-5
2437,-3
2451,-5
2465,-3
2480,-5
2494,-3
2535,-5
2547,-2
2567,-4
2581,-1
2621,-4
2633,-2
2673,1
2691,3
2716,1
2780,-1
2785,1
2857,3
2862,1
2863,0
2877,2
