Seconds_Since_Start,Score_Difference
5,2
33,0
80,-2
94,1
149,-1
210,1
238,3
269,5
283,3
292,6
336,8
350,5
379,3
422,5
442,3
454,6
468,4
530,2
563,-1
583,1
607,3
621,1
638,4
744,2
812,-1
826,1
851,-2
866,0
941,2
999,0
1016,2
1040,5
1070,3
1108,0
1117,2
1184,4
1196,2
1227,4
1267,2
1290,0
1311,2
1335,5
1349,3
1384,1
1410,-1
1456,-3
1499,-1
1511,-3
1525,0
1574,-2
1596,0
1647,-2
1670,0
1682,-2
1697,0
1721,2
1739,0
1771,3
1805,5
1825,3
1891,4
1914,6
1968,4
1984,6
2020,8
2044,10
2070,8
2093,10
2122,12
2173,15
2216,13
2239,16
2251,14
2277,16
2299,13
2309,15
2334,13
2345,15
2403,14
2421,16
2455,19
2478,16
2503,14
2525,16
2538,14
2557,16
2600,17
2617,19
2632,17
2641,19
2671,17
2707,20
2724,18
2731,21
2740,18
2759,20
2789,23
2814,25
2830,22
2845,25
