Seconds_Since_Start,Score_Difference
14,2
62,0
78,2
102,4
115,2
153,0
174,3
194,1
211,3
259,1
281,-1
293,1
313,-1
378,2
392,0
418,2
438,0
456,2
473,0
496,-2
516,0
542,2
579,0
592,2
616,5
668,4
676,6
694,4
711,5
746,8
772,6
814,4
839,5
857,3
883,5
918,3
938,6
954,4
969,6
991,4
1002,6
1029,4
1043,2
1068,-1
1094,-3
1106,-2
1124,0
1163,-2
1190,1
1229,3
1256,5
1302,7
1331,9
1358,11
1391,13
1413,15
1434,13
1451,10
1500,8
1533,6
1575,9
1586,6
1606,9
1649,7
1666,9
1756,8
1791,6
1831,8
1876,7
1912,5
1924,7
1938,5
1957,7
1971,4
2021,2
2053,5
2087,7
2123,9
2132,7
2156,10
2159,7
2230,5
2256,3
2279,5
2296,2
2306,4
2330,6
2355,4
2398,3
2411,5
2451,7
2473,5
2511,3
2547,5
2593,7
2605,4
2623,6
2667,8
2700,7
2764,9
2799,11
2833,12
2843,9
2846,10
