Seconds_Since_Start,Score_Difference
48,2
100,5
143,3
162,5
225,8
236,6
253,4
282,1
303,-1
325,1
370,-2
416,-4
463,-6
477,-2
543,-4
553,-2
631,-4
654,-2
667,-4
695,-2
749,0
765,1
817,4
837,2
844,4
857,1
873,3
896,5
1002,6
1020,4
1033,5
1049,3
1063,5
1091,7
1111,4
1132,3
1185,1
1233,3
1288,5
1307,3
1350,5
1364,3
1381,5
1392,2
1453,0
1469,2
1502,4
1553,6
1569,4
1584,6
1608,8
1618,6
1630,8
1643,6
1699,8
1717,6
1767,9
1788,7
1809,9
1840,11
1872,13
1886,10
1905,11
1934,13
2010,16
2024,14
2053,12
2066,14
2098,17
2131,19
2146,16
2177,17
2219,19
2235,17
2278,19
2289,16
2304,17
2359,15
2417,17
2430,15
2458,13
2508,16
2545,18
2579,16
2646,14
2662,17
2684,15
2699,17
2718,19
2729,16
2750,14
2765,16
2805,15
2829,18
2841,16
2863,14
