Seconds_Since_Start,Score_Difference
14,-2
67,-4
102,-7
143,-4
165,-6
182,-4
234,-7
264,-5
281,-7
309,-9
325,-8
337,-10
349,-8
398,-6
404,-7
433,-9
458,-7
483,-5
579,-2
620,0
634,-2
720,-4
763,-3
816,-4
839,-7
862,-5
880,-4
898,-3
925,-5
971,-2
1002,0
1020,-2
1030,0
1045,-2
1073,0
1093,-1
1122,1
1221,3
1255,4
1270,2
1292,0
1305,2
1321,0
1349,-2
1385,0
1423,-2
1481,0
1528,2
1559,0
1616,2
1654,4
1679,1
1733,-2
1769,-1
1817,-3
1850,-2
1884,0
1906,-2
1928,0
1942,-2
1992,-5
2019,-3
2044,-1
2062,-2
2100,-4
2144,-1
2160,-3
2216,-5
2228,-2
2248,-4
2276,-7
2322,-5
2334,-6
2447,-4
2472,-6
2488,-4
2530,-7
2547,-5
2577,-3
2619,-5
2661,-3
2699,-1
2715,-3
2733,-1
2767,1
2778,0
2810,-2
2845,-4
2860,-6
2875,-3
2877,-5
