Seconds_Since_Start,Score_Difference
19,2
77,0
110,-2
131,-4
149,-1
185,-3
216,-1
224,-3
233,-2
264,-4
300,-6
315,-4
354,-2
377,-4
393,-2
422,-5
457,-2
529,-4
556,-2
606,-5
636,-3
674,-1
682,-4
701,-3
720,-5
742,-6
762,-8
805,-6
811,-8
831,-10
937,-12
952,-10
966,-12
996,-14
1046,-11
1080,-9
1103,-12
1132,-14
1205,-11
1262,-13
1276,-12
1291,-15
1325,-18
1349,-20
1411,-22
1456,-24
1473,-22
1490,-25
1532,-27
1547,-25
1561,-27
1580,-25
1614,-23
1637,-21
1655,-24
1674,-22
1683,-25
1697,-27
1743,-25
1771,-22
1794,-20
1808,-22
1849,-20
1885,-18
1916,-15
2003,-17
2050,-15
2124,-17
2143,-15
2215,-13
2230,-11
2250,-14
2295,-12
2399,-14
2431,-17
2460,-14
2538,-13
2606,-15
2628,-18
2670,-20
2687,-17
2704,-19
2728,-17
2749,-20
2783,-22
2796,-24
2827,-26
2843,-24
2862,-26
2869,-23
