Seconds_Since_Start,Score_Difference
20,-2
41,1
80,-1
93,1
169,-2
182,1
200,3
213,1
225,3
236,1
253,3
300,1
314,3
326,1
344,-1
401,-4
423,-2
435,-4
469,-6
508,-9
528,-7
541,-9
596,-11
625,-13
641,-12
661,-10
679,-11
687,-9
717,-11
719,-9
735,-7
767,-5
789,-8
806,-9
823,-7
845,-5
871,-3
904,-1
933,-3
949,-6
984,-4
1004,-6
1043,-9
1076,-11
1191,-10
1203,-12
1217,-10
1251,-12
1271,-14
1301,-17
1347,-19
1382,-21
1398,-19
1406,-20
1435,-23
1466,-20
1498,-17
1549,-19
1562,-17
1576,-18
1608,-20
1615,-18
1628,-19
1653,-17
1690,-15
1727,-12
1788,-14
1850,-16
1882,-19
1908,-16
1935,-18
1989,-16
2037,-14
2149,-12
2160,-15
2183,-12
2194,-14
2215,-11
2242,-9
2263,-11
2279,-8
2293,-10
2306,-8
2325,-10
2376,-8
2391,-10
2404,-8
2420,-10
2465,-11
2495,-14
2516,-12
2534,-14
2564,-12
2579,-14
2598,-11
2615,-14
2656,-12
2666,-14
2698,-17
2717,-20
2770,-22
2809,-21
2831,-24
2871,-26
