Seconds_Since_Start,Score_Difference
19,-2
38,0
51,-2
82,0
119,-1
127,2
151,4
183,6
202,4
259,6
284,8
323,6
354,4
387,6
417,8
435,6
463,4
482,6
497,4
516,7
541,9
566,7
594,9
638,11
659,13
672,10
679,12
713,15
718,13
739,16
775,18
796,20
819,22
834,19
859,21
896,20
953,22
967,20
1036,18
1067,16
1097,14
1112,17
1130,15
1152,12
1175,10
1190,12
1208,10
1228,8
1252,5
1267,3
1282,4
1294,6
1320,8
1331,6
1341,8
1378,6
1393,9
1429,10
1440,7
1460,9
1487,7
1516,5
1555,3
1573,5
1656,8
1690,10
1719,8
1764,6
1785,9
1802,7
1821,9
1837,7
1860,6
1874,9
1895,7
1908,9
1923,6
1961,4
1982,2
1993,5
2016,3
2032,5
2065,7
2100,9
2160,7
2203,8
2225,6
2330,7
2373,9
2390,6
2428,9
2451,12
2460,10
2472,13
2489,12
2566,10
2586,12
2599,10
2625,8
2651,5
2680,2
2693,3
2713,0
2783,1
2792,-2
2830,0
3343,-2
3368,-5
3394,-3
3417,-5
3432,-3
3464,0
3489,1
3567,-1
3583,1
