Seconds_Since_Start,Score_Difference
38,2
93,4
193,6
219,8
235,6
252,8
322,10
357,12
371,10
393,13
423,16
451,17
519,20
537,18
553,20
565,18
600,20
616,18
637,19
670,22
685,20
716,18
741,16
766,19
795,22
804,20
830,22
843,20
867,22
914,24
951,22
972,19
1008,21
1021,19
1037,22
1047,20
1076,18
1129,21
1145,19
1167,17
1196,15
1214,12
1232,14
1280,11
1313,9
1410,6
1432,9
1488,7
1508,10
1522,8
1575,11
1614,9
1641,6
1651,8
1666,6
1708,3
1730,5
1745,3
1767,1
1797,0
1823,-2
1870,0
1903,-2
1986,-1
2013,-3
2078,-5
2156,-3
2159,-6
2180,-8
2200,-7
2220,-9
2274,-7
2344,-9
2373,-10
2392,-8
2447,-10
2464,-7
2477,-9
2509,-7
2529,-10
2544,-8
2558,-11
2592,-10
2650,-7
2666,-9
2681,-7
2704,-10
2722,-8
2760,-10
2767,-8
2780,-10
2794,-8
2815,-10
2820,-8
