Seconds_Since_Start,Score_Difference
128,1
169,-2
190,0
221,2
282,0
304,-3
332,-1
343,-4
356,-1
389,1
398,-2
433,0
459,2
476,4
519,1
542,4
564,1
612,-1
621,2
662,1
687,-2
744,-4
772,-1
903,1
925,-1
954,-4
979,-3
1001,-1
1043,-3
1102,-5
1131,-3
1170,-1
1206,-3
1223,-1
1246,-3
1264,-2
1282,-4
1294,-2
1313,-3
1341,-5
1361,-3
1376,-4
1401,-2
1453,-5
1498,-8
1517,-5
1533,-3
1544,-5
1574,-6
1586,-4
1604,-7
1623,-5
1665,-3
1696,-5
1709,-3
1742,0
1796,-3
1818,-1
1854,-3
1871,-1
1889,-3
1917,-1
1949,1
1997,-2
2015,0
2031,3
2066,5
2078,2
2122,-1
2143,1
2217,3
2244,5
2266,2
2310,4
2324,2
2378,5
2412,7
2420,5
2438,7
2486,8
2499,6
2522,8
2564,6
2588,8
2589,7
2607,9
2637,11
2728,9
2757,7
2844,7
2849,4
2851,6
2858,4
2860,6
2874,8
