Seconds_Since_Start,Score_Difference
66,2
83,0
118,-2
170,1
226,3
244,5
314,7
332,6
344,8
378,10
396,8
411,11
421,9
431,11
465,13
525,15
642,12
679,14
793,12
814,14
854,11
870,13
914,15
927,17
939,14
975,16
993,19
1018,16
1083,13
1133,15
1157,18
1202,21
1221,18
1274,16
1291,18
1311,20
1334,22
1393,25
1402,23
1421,25
1462,22
1554,20
1568,18
1607,16
1662,19
1695,16
1740,18
1807,15
1850,17
1866,15
1902,13
1915,16
1942,18
2006,15
2043,17
2076,19
2089,16
2115,13
2133,11
2156,9
2177,12
2194,10
2241,7
2257,10
2314,13
2384,11
2400,13
2452,16
2497,14
2510,17
2545,20
2631,23
2670,21
2687,23
2768,21
2800,24
2810,21
2821,23
2842,26
2849,25
2864,27
