Seconds_Since_Start,Score_Difference
32,-3
48,0
64,3
78,1
91,4
133,6
142,5
156,3
187,6
196,4
212,7
241,5
278,2
291,4
302,2
331,4
354,2
372,4
392,2
427,0
457,3
486,5
508,2
591,1
612,-1
630,1
672,-2
686,0
719,2
733,0
765,-2
818,0
881,2
893,0
902,3
929,1
941,4
964,6
998,8
1032,6
1057,7
1065,5
1072,7
1116,9
1138,5
1149,3
1176,1
1188,3
1252,5
1267,7
1288,9
1337,7
1367,9
1406,7
1430,10
1439,12
1453,10
1474,12
1507,14
1525,13
1534,15
1544,13
1556,11
1599,14
1608,11
1626,13
1636,15
1710,17
1750,16
1775,13
1811,10
1822,12
1846,15
1855,14
1861,12
1872,14
1888,13
1914,10
1930,12
1947,10
1962,12
2005,10
2019,12
2028,10
2069,8
2104,6
2159,7
2188,5
2208,7
2222,10
2239,8
2288,6
2302,8
2314,6
2445,8
2475,10
2491,7
2504,9
2509,8
2524,11
2536,9
2570,7
2583,5
2620,7
2643,9
2668,11
2686,9
2699,7
2725,6
2739,9
2769,11
2778,9
2795,11
2805,9
2816,11
2826,8
2835,10
2838,11
