Seconds_Since_Start,Score_Difference
34,2
50,0
66,2
173,-1
209,-3
232,-1
258,-4
295,-6
347,-7
377,-9
392,-11
417,-14
434,-16
479,-13
531,-16
556,-19
585,-20
628,-22
653,-25
665,-23
671,-25
680,-22
714,-20
748,-22
769,-24
771,-25
796,-27
811,-25
824,-27
834,-25
861,-29
880,-26
897,-29
918,-31
945,-33
976,-35
1015,-34
1037,-36
1133,-39
1158,-41
1168,-38
1187,-36
1206,-38
1247,-41
1295,-44
1314,-42
1346,-44
1355,-41
1427,-43
1437,-41
1463,-43
1565,-45
1584,-43
1599,-46
1626,-47
1659,-45
1674,-42
1689,-45
1701,-43
1737,-46
1774,-49
1791,-47
1839,-46
1883,-48
1916,-51
1939,-49
1965,-46
2042,-48
2076,-49
2085,-48
2101,-46
2156,-49
2180,-47
2225,-45
2260,-48
2279,-46
2313,-44
2329,-46
2396,-43
2432,-45
2454,-43
2485,-41
2513,-38
2545,-35
2577,-33
2631,-35
2653,-34
2668,-36
2692,-33
2713,-31
2749,-28
2761,-30
2783,-32
2797,-30
2819,-28
2835,-31
