Seconds_Since_Start,Score_Difference
21,2
57,0
63,2
89,0
109,2
179,-1
194,1
272,-1
337,1
399,3
452,0
493,2
523,5
547,3
565,5
587,3
597,5
614,6
625,4
644,2
685,0
732,-3
750,-1
770,-3
812,-5
841,-8
877,-6
903,-8
934,-11
952,-9
969,-11
1012,-14
1043,-17
1055,-15
1075,-18
1118,-17
1128,-20
1158,-18
1190,-16
1213,-15
1261,-13
1328,-11
1354,-9
1380,-11
1396,-13
1436,-10
1439,-12
1452,-14
1479,-11
1551,-14
1578,-11
1600,-13
1626,-11
1646,-14
1677,-16
1695,-14
1733,-12
1768,-14
1786,-12
1824,-10
1836,-11
1850,-14
1883,-17
1942,-19
1962,-16
1981,-18
2026,-20
2072,-22
2092,-20
2112,-22
2137,-19
2156,-22
2180,-20
2196,-22
2216,-20
2243,-18
2262,-21
2283,-19
2311,-17
2343,-15
2386,-12
2437,-10
2452,-9
2463,-12
2516,-14
2561,-16
2576,-13
2667,-11
2690,-13
2708,-10
2725,-12
2749,-10
2767,-12
2774,-10
2791,-12
2803,-10
2820,-13
2829,-11
2849,-13
2862,-12
