Seconds_Since_Start,Score_Difference
45,-3
84,-1
96,-4
150,-2
159,-4
183,-1
205,-4
235,-2
245,-4
262,-2
304,-5
324,-2
384,0
419,-3
435,-1
496,1
535,-1
583,2
604,-1
669,-3
692,-1
712,-3
735,-1
777,1
792,-1
833,-3
845,-1
864,-4
932,-6
994,-9
1082,-12
1172,-14
1183,-13
1214,-11
1234,-8
1259,-11
1311,-10
1329,-12
1341,-10
1361,-8
1457,-6
1503,-8
1530,-10
1546,-8
1558,-11
1601,-9
1646,-12
1690,-10
1706,-8
1828,-10
1846,-6
1885,-4
1934,-2
1966,1
1983,-2
1989,1
2025,3
2052,5
2084,8
2090,6
2118,8
2133,7
2228,5
2248,8
2267,5
2308,7
2329,10
2365,7
2396,9
2431,7
2462,9
2511,11
2548,10
2575,7
2662,9
2678,7
2705,4
2720,6
2740,5
2757,7
2805,4
2850,7
2854,4
2859,5
2868,7
