Seconds_Since_Start,Score_Difference
41,-2
59,0
89,2
98,0
146,-2
178,-4
193,-6
215,-4
224,-6
272,-4
289,-6
303,-5
318,-7
328,-4
340,-7
366,-9
383,-7
458,-9
489,-11
510,-8
533,-6
548,-8
567,-6
586,-9
604,-7
623,-9
650,-11
672,-14
762,-16
811,-14
867,-11
879,-13
906,-15
924,-12
946,-9
1001,-11
1024,-10
1071,-12
1096,-10
1144,-8
1165,-6
1193,-3
1233,-5
1284,-3
1315,-1
1346,1
1371,3
1390,1
1410,-1
1428,0
1453,-2
1499,-4
1506,-2
1526,-3
1542,0
1611,2
1628,0
1657,2
1691,4
1723,6
1737,4
1803,2
1829,4
1850,2
1901,3
1936,0
1949,2
1971,-1
1992,1
2029,-1
2048,-3
2071,-1
2094,-3
2131,-2
2229,-4
2313,-2
2323,-5
2339,-3
2379,-1
2402,-3
2418,-1
2434,-3
2469,-6
2492,-7
2511,-5
2613,-3
2635,-5
2652,-2
2667,-4
2709,-5
2760,-3
2775,-5
2787,-3
2807,-1
