Seconds_Since_Start,Score_Difference
34,2
55,0
102,2
122,0
131,2
173,4
189,2
223,4
267,2
373,5
397,3
474,1
516,4
534,2
577,0
605,2
620,0
648,-2
672,0
690,-2
718,-4
738,-6
772,-7
792,-5
840,-3
868,-1
950,-4
966,-2
989,-4
1005,-2
1042,0
1099,2
1129,4
1159,6
1185,4
1192,6
1220,8
1248,6
1281,4
1292,6
1312,8
1353,11
1368,10
1387,12
1406,10
1437,9
1459,11
1471,9
1494,7
1521,8
1536,11
1589,14
1617,12
1643,14
1668,12
1717,10
1735,13
1748,11
1776,14
1839,12
1876,10
1891,8
1908,10
1956,7
1984,5
1999,6
2043,8
2063,6
2105,4
2117,7
2135,5
2251,3
2289,1
2349,3
2379,5
2400,4
2425,6
2451,4
2469,6
2507,9
2525,11
2606,9
2625,11
2657,13
2694,15
2704,13
2721,15
2732,13
2745,15
2761,13
2800,15
2822,13
2835,15
2847,14
