Seconds_Since_Start,Score_Difference
39,2
55,0
72,2
100,4
150,1
204,3
236,1
327,-1
339,1
417,-1
453,-3
478,-5
509,-7
551,-10
570,-8
617,-6
641,-8
664,-9
684,-11
691,-8
719,-5
736,-2
768,-4
894,-5
916,-3
950,-6
974,-3
1011,-1
1032,-3
1053,0
1076,-2
1139,-5
1164,-3
1180,-6
1185,-3
1207,-1
1229,-3
1269,-5
1293,-7
1316,-9
1352,-10
1366,-7
1393,-10
1400,-8
1407,-10
1438,-12
1450,-10
1464,-12
1487,-10
1505,-12
1660,-10
1690,-12
1730,-14
1757,-17
1794,-20
1804,-19
1828,-21
1865,-18
1885,-15
1895,-17
1924,-19
1938,-17
1956,-19
1968,-16
1997,-18
2038,-16
2062,-13
2074,-15
2117,-12
2139,-15
2191,-12
2220,-9
2244,-11
2277,-14
2296,-16
2318,-14
2339,-16
2351,-14
2405,-16
2470,-18
2490,-20
2511,-17
2535,-14
2547,-16
2599,-14
2631,-11
2668,-13
2703,-11
2760,-9
2803,-7
2835,-9
2851,-7
2854,-9
2861,-7
