Seconds_Since_Start,Score_Difference
12,-2
30,0
42,-2
66,-4
95,-6
108,-4
132,-5
154,-7
169,-5
194,-3
219,-1
257,1
275,0
310,-3
349,-5
416,-7
440,-5
471,-3
491,-5
501,-3
524,-1
536,-3
551,-1
570,-3
585,-1
595,-3
617,0
634,-2
657,-5
683,-4
690,-6
709,-4
739,-2
768,0
798,2
834,4
847,2
888,0
920,-2
937,0
956,-3
979,-1
991,-4
1019,-6
1073,-8
1090,-5
1192,-3
1208,-6
1225,-8
1265,-10
1321,-8
1367,-11
1407,-13
1456,-10
1492,-8
1529,-6
1568,-4
1601,-2
1615,-4
1638,-2
1665,1
1676,-2
1690,1
1722,3
1734,0
1764,-3
1798,-6
1823,-8
1845,-6
1881,-4
1895,-6
1923,-4
1946,-2
1961,-4
2000,-7
2019,-5
2023,-6
2033,-3
2045,-5
2072,-2
2084,-4
2103,-1
2121,-4
2141,-2
2158,-4
2186,-2
2192,-4
2212,-2
2225,-5
2253,-8
2275,-7
2297,-10
2311,-12
2320,-10
2338,-13
2365,-11
2394,-13
2417,-16
2429,-14
2441,-17
2475,-15
2504,-17
2513,-14
2527,-16
2551,-14
2613,-12
2625,-14
2629,-11
2647,-9
2664,-7
2665,-8
2693,-6
2723,-8
2732,-6
2753,-7
2765,-5
2778,-8
2784,-7
2800,-8
2814,-10
2820,-8
2824,-11
2838,-13
2842,-11
