Seconds_Since_Start,Score_Difference
58,-1
79,-3
122,0
149,-2
160,0
182,2
193,0
203,2
219,0
265,-2
277,0
333,-2
353,0
361,-2
376,-1
430,1
437,-2
450,1
476,-1
491,2
561,5
574,3
595,5
604,3
619,5
656,3
676,5
699,7
750,9
766,7
777,9
793,7
823,6
824,3
867,5
880,2
913,0
930,2
948,0
977,-2
999,-4
1013,-1
1032,-3
1055,-5
1075,-3
1084,-5
1107,-2
1120,-5
1134,-3
1139,-4
1152,-2
1160,-5
1176,-3
1220,-5
1237,-7
1279,-5
1332,-7
1346,-5
1363,-7
1369,-8
1378,-6
1391,-8
1407,-5
1416,-7
1436,-5
1461,-3
1481,-5
1507,-7
1537,-9
1548,-8
1565,-11
1583,-9
1600,-11
1617,-9
1631,-11
1640,-8
1648,-10
1679,-12
1717,-10
1735,-8
1749,-11
1788,-9
1810,-11
1849,-9
1889,-7
1918,-4
1950,-1
1974,1
1985,-1
2003,2
2028,0
2053,3
2100,0
2113,2
2143,5
2156,2
2193,4
2204,2
2233,4
2265,2
2312,0
2335,2
2371,-1
2412,-4
2439,-2
2457,-4
2473,-2
2490,-5
2512,-3
2539,-1
2555,-4
2608,-3
2632,-5
2661,-7
2697,-10
2712,-8
2726,-9
2750,-6
2784,-3
2819,0
2854,2
