Seconds_Since_Start,Score_Difference
22,3
50,6
76,3
170,4
186,7
232,10
246,8
263,10
268,8
290,9
391,11
416,9
454,11
465,8
491,6
515,8
532,6
551,9
586,12
609,10
618,12
642,10
658,12
669,10
691,8
717,7
737,5
774,3
793,6
818,4
875,7
911,9
960,6
979,8
1014,10
1029,7
1038,9
1051,7
1074,9
1126,7
1149,4
1192,2
1210,5
1224,3
1258,5
1268,3
1287,1
1348,4
1369,6
1398,8
1407,5
1408,7
1420,6
1439,9
1455,7
1505,10
1530,12
1574,10
1604,7
1637,5
1679,7
1703,5
1746,6
1761,4
1778,5
1790,2
1837,5
1853,3
1874,5
1915,3
1935,6
1951,3
1992,4
2036,2
2062,5
2094,7
2114,5
2134,9
2160,6
2176,8
2193,6
2250,4
2271,1
2285,3
2317,6
2348,5
2367,7
2400,9
2411,8
2452,10
2477,8
2493,11
2528,9
2613,6
2640,8
2672,10
2687,8
2708,10
2764,8
2781,9
2798,7
2814,8
2826,6
2837,8
2843,6
2848,8
2854,6
2862,8
2867,5
