Seconds_Since_Start,Score_Difference
21,-2
45,1
103,3
115,0
128,2
199,0
267,2
272,1
315,-1
339,1
348,-2
376,0
393,-3
416,-1
435,-3
456,-1
477,-3
515,-1
544,-2
550,-4
592,-6
609,-4
633,-2
648,-4
698,-6
740,-9
794,-7
808,-10
858,-13
880,-10
930,-12
988,-9
999,-11
1016,-9
1029,-10
1048,-8
1059,-10
1072,-8
1089,-10
1099,-11
1127,-9
1155,-11
1185,-9
1203,-11
1226,-12
1254,-14
1269,-12
1310,-10
1316,-12
1331,-10
1344,-12
1369,-10
1380,-12
1390,-10
1412,-12
1434,-10
1451,-12
1500,-14
1520,-12
1570,-14
1628,-12
1651,-15
1672,-17
1697,-20
1725,-23
1736,-21
1766,-19
1800,-17
1834,-15
1846,-18
1860,-16
1878,-18
1932,-21
1947,-18
1957,-21
1988,-23
2032,-25
2046,-23
2118,-25
2216,-23
2251,-21
2271,-23
2317,-21
2335,-18
2385,-16
2405,-18
2425,-16
2470,-18
2504,-20
2550,-18
2597,-20
2638,-18
2670,-15
2687,-17
2716,-14
2755,-11
2787,-8
2811,-10
2843,-8
2846,-9
2859,-7
2865,-9
