Seconds_Since_Start,Score_Difference
18,2
63,4
99,6
126,4
149,6
172,4
193,2
196,5
206,2
222,4
261,7
313,9
344,7
361,9
382,6
402,8
418,6
431,8
465,11
536,9
548,7
586,5
637,3
657,6
670,4
687,7
701,4
717,6
755,8
777,6
810,4
859,7
882,5
918,3
962,5
978,3
1076,1
1113,-1
1137,2
1152,0
1176,-2
1216,-4
1255,-2
1272,-4
1298,-2
1321,-5
1353,-7
1365,-5
1383,-7
1424,-5
1476,-3
1498,-2
1530,1
1592,-1
1630,1
1652,-2
1703,-4
1748,-6
1809,-4
1828,-6
1840,-4
1875,-2
1896,-4
1908,-1
1934,1
1954,0
2008,2
2031,4
2069,7
2089,5
2101,7
2122,5
2130,7
2160,4
2173,6
2188,4
2232,2
2271,0
2296,2
2326,4
2371,2
2405,0
2426,2
2450,5
2472,2
2509,0
2596,-1
2638,-3
2717,-1
2825,-4
2838,-1
2874,2
2877,4
