Seconds_Since_Start,Score_Difference
17,-2
42,0
72,2
121,0
160,-2
175,0
193,-2
205,0
224,-2
237,0
292,-2
334,0
354,-1
393,-3
432,-5
449,-3
475,-1
505,-3
556,-1
626,1
643,-1
660,1
705,-1
746,1
815,-1
844,-3
865,-1
883,-4
909,-6
929,-3
963,-5
979,-3
1001,-5
1032,-3
1081,-2
1128,0
1183,-2
1277,-4
1325,-2
1343,-4
1371,-3
1437,-6
1490,-7
1528,-9
1553,-8
1575,-6
1600,-8
1711,-11
1725,-9
1738,-11
1757,-9
1774,-11
1801,-12
1866,-13
1897,-15
1914,-13
1934,-16
1951,-14
1978,-11
2003,-13
2024,-11
2061,-9
2072,-11
2080,-8
2110,-6
2207,-8
2229,-6
2243,-9
2294,-8
2322,-10
2340,-8
2388,-6
2453,-4
2480,-6
2503,-9
2593,-12
2639,-10
2690,-8
2706,-10
2761,-12
2770,-9
2801,-7
2835,-9
2851,-10
2854,-8
2855,-9
2866,-11
