Seconds_Since_Start,Score_Difference
14,2
90,4
129,2
149,4
211,6
225,3
256,5
276,7
305,9
321,10
344,8
367,5
379,7
420,8
431,10
449,8
463,10
492,12
541,14
558,12
618,10
648,7
685,6
691,3
701,5
716,3
735,1
751,3
809,1
828,-1
929,1
958,4
975,1
994,3
1077,6
1135,9
1150,8
1165,10
1168,12
1199,10
1242,8
1289,11
1309,9
1330,11
1339,9
1353,10
1394,7
1405,9
1522,12
1561,14
1582,17
1630,15
1639,17
1675,15
1702,17
1739,15
1857,13
1885,11
1898,13
1917,10
1962,8
2031,6
2058,9
2137,12
2170,15
2218,17
2232,14
2282,12
2314,14
2330,12
2366,10
2370,11
2401,13
2409,11
2472,13
2545,15
2601,17
2620,15
2655,13
2681,11
2748,10
2772,8
2787,10
2797,9
2816,11
2828,7
2835,9
2843,6
2874,8
2880,5
