Seconds_Since_Start,Score_Difference
25,-2
44,0
80,2
154,4
171,2
185,4
206,2
265,4
308,1
343,3
370,0
451,-3
467,0
536,-2
569,0
583,-1
598,2
626,5
644,3
667,5
746,2
783,1
816,-1
825,1
882,-1
900,-3
931,-2
950,0
970,-2
982,1
1000,-2
1020,0
1130,-2
1141,1
1183,2
1220,5
1242,2
1263,5
1306,7
1323,9
1345,11
1361,10
1372,13
1393,11
1398,13
1410,10
1464,12
1526,14
1544,12
1553,13
1574,15
1640,14
1655,16
1699,14
1730,12
1752,10
1771,12
1802,14
1845,13
1855,15
1882,14
1911,12
1917,15
1947,17
1969,15
1981,17
2024,16
2062,14
2090,12
2129,15
2148,12
2180,10
2200,8
2213,10
2266,8
2277,11
2315,9
2332,11
2366,14
2411,11
2433,13
2450,10
2492,12
2503,10
2532,13
2555,11
2611,9
2638,7
2718,4
2773,2
2801,4
2811,1
2862,3
2876,4
