Seconds_Since_Start,Score_Difference
59,-2
130,0
157,1
176,-2
238,-4
297,-2
310,-4
339,-6
352,-4
399,-2
428,0
456,-3
465,-1
491,-3
514,-1
535,0
558,-2
613,-5
628,-3
647,-5
664,-3
678,-5
720,-8
787,-10
809,-12
827,-10
842,-12
872,-15
890,-18
917,-16
976,-13
987,-16
1027,-14
1092,-16
1112,-14
1124,-16
1141,-15
1174,-17
1199,-15
1211,-17
1233,-19
1249,-17
1277,-15
1299,-17
1324,-16
1354,-17
1373,-19
1404,-21
1432,-24
1467,-26
1492,-23
1515,-25
1603,-27
1620,-25
1671,-26
1752,-28
1777,-26
1791,-28
1818,-30
1854,-28
1867,-30
1899,-32
1918,-29
1962,-31
1992,-29
2005,-30
2023,-28
2103,-30
2118,-28
2129,-30
2149,-28
2160,-30
2172,-32
2197,-30
2224,-33
2260,-36
2282,-34
2301,-36
2328,-37
2366,-39
2375,-37
2399,-39
2453,-37
2500,-35
2529,-34
2562,-31
2579,-33
2625,-32
2654,-30
2695,-32
2759,-34
2779,-32
2795,-31
