Seconds_Since_Start,Score_Difference
15,-2
49,-4
158,-6
224,-4
269,-2
313,0
333,2
362,5
392,7
447,9
466,7
481,9
510,8
591,6
619,4
640,6
669,5
717,7
775,5
792,8
814,10
832,8
876,7
909,5
941,7
993,5
1010,7
1157,9
1168,7
1188,9
1218,7
1242,9
1256,7
1292,9
1306,7
1324,10
1341,8
1380,6
1428,8
1529,6
1554,8
1570,6
1583,8
1605,10
1634,13
1654,11
1670,13
1708,11
1727,14
1743,12
1767,14
1794,13
1811,15
1843,17
1898,14
1914,16
1966,13
2019,10
2071,8
2102,6
2160,8
2193,11
2212,9
2310,11
2383,9
2400,11
2423,9
2498,11
2515,9
2540,11
2584,9
2604,8
2638,6
2655,8
2703,6
2804,3
2861,1
2874,2
2879,4
2880,1
