Seconds_Since_Start,Score_Difference
43,-2
48,1
105,-2
152,0
174,-2
196,-4
218,-2
284,-1
334,-3
352,-1
377,2
411,1
465,3
480,1
494,3
518,2
533,4
571,2
593,5
651,2
684,3
702,1
736,-1
807,-4
825,-2
861,0
882,-2
943,1
972,-1
1012,-4
1030,-2
1041,-4
1058,-2
1070,-5
1098,-2
1151,-5
1210,-2
1228,-4
1250,-6
1261,-9
1284,-7
1300,-9
1312,-8
1335,-10
1370,-13
1387,-15
1404,-16
1415,-14
1474,-11
1501,-9
1519,-11
1558,-9
1572,-11
1590,-9
1627,-7
1689,-5
1748,-4
1758,-6
1779,-8
1802,-11
1821,-9
1875,-7
1945,-9
2001,-11
2030,-9
2040,-11
2061,-9
2075,-10
2080,-9
2131,-7
2159,-4
2222,-6
2246,-3
2275,0
2307,-2
2366,1
2386,0
2396,1
2450,3
2470,1
2500,-2
2555,0
2611,2
2635,4
2691,2
2715,4
2731,2
2782,4
2814,6
2825,4
2857,6
