Seconds_Since_Start,Score_Difference
65,2
97,5
127,7
163,5
176,8
205,11
225,9
280,6
291,8
337,6
360,8
392,10
407,8
424,11
463,13
493,11
581,9
600,12
617,10
647,12
658,10
667,13
675,11
719,14
746,12
792,14
807,12
834,15
850,13
860,15
897,17
953,19
977,21
988,19
1026,21
1036,18
1050,20
1069,22
1091,20
1138,18
1185,16
1193,17
1239,15
1291,18
1308,15
1335,13
1360,15
1409,12
1432,13
1455,10
1477,9
1536,6
1551,8
1630,5
1641,7
1657,4
1697,6
1730,8
1773,6
1798,4
1821,6
1845,4
1896,1
1916,3
1926,0
1939,2
1955,4
1976,2
1985,3
2021,5
2037,3
2058,0
2076,2
2090,-1
2128,-3
2150,-1
2157,-4
2173,-6
2202,-4
2230,-1
2258,0
2287,3
2298,0
2344,-2
2386,1
2409,-1
2425,-3
2460,-6
2472,-4
2493,-7
2511,-5
2524,-8
2536,-7
2560,-10
2579,-7
2596,-10
2626,-7
2671,-9
2681,-6
2698,-9
2714,-7
2750,-5
2771,-8
2804,-10
2852,-8
2855,-10
