Seconds_Since_Start,Score_Difference
27,-2
49,1
95,-1
108,-3
126,-1
147,-3
164,-6
206,-8
227,-7
258,-9
281,-11
295,-9
310,-12
336,-14
359,-11
376,-13
394,-10
414,-12
425,-10
443,-8
490,-6
516,-3
594,-5
620,-7
659,-10
719,-8
752,-10
782,-8
799,-10
838,-12
871,-9
883,-11
893,-9
912,-11
937,-13
956,-11
980,-9
996,-11
1034,-8
1080,-6
1109,-8
1130,-10
1217,-12
1229,-10
1246,-12
1321,-14
1343,-18
1359,-16
1370,-18
1407,-16
1425,-18
1500,-20
1508,-18
1564,-15
1590,-13
1623,-11
1642,-13
1661,-10
1713,-8
1728,-10
1735,-8
1772,-10
1802,-8
1819,-7
1835,-5
1859,-3
1878,-5
1888,-3
1990,-1
2007,-3
2028,-1
2046,1
2122,3
2159,6
2193,9
2216,6
2236,9
2268,7
2285,10
2330,8
2376,6
2397,4
2416,2
2480,0
2511,-2
2531,1
2557,-1
2638,0
2674,2
2692,0
2725,-2
2763,-4
2779,-2
2799,-4
2805,-2
2821,-4
2829,-2
2855,0
3314,2
3337,0
3351,2
3369,-1
3382,1
3417,5
3475,3
3546,6
3559,4
3575,2
3580,4
3586,4
3589,2
3598,0
3600,3
