Seconds_Since_Start,Score_Difference
17,-2
61,1
77,-1
85,2
99,0
109,3
138,5
161,7
203,4
216,5
243,7
263,5
275,4
319,6
333,4
350,1
388,4
406,1
427,4
443,2
472,-1
500,2
528,0
550,2
578,5
594,3
656,5
679,3
706,0
720,1
740,3
754,1
773,4
786,2
794,5
811,3
831,6
878,9
896,7
927,5
948,6
984,9
1011,11
1039,9
1084,6
1157,9
1179,7
1192,9
1206,6
1217,8
1251,5
1277,8
1302,5
1313,7
1325,4
1355,2
1373,4
1391,2
1406,-1
1471,-2
1498,-4
1514,-2
1525,-4
1540,-1
1590,0
1634,3
1648,1
1653,2
1695,-1
1786,1
1797,-2
1814,0
1832,-2
1841,0
1861,-3
1883,-6
1923,-9
1945,-12
2026,-14
2056,-16
2098,-13
2118,-15
2127,-12
2149,-14
2213,-12
2231,-15
2250,-13
2276,-16
2290,-14
2301,-16
2327,-18
2344,-16
2368,-13
2452,-16
2467,-12
2488,-14
2564,-16
2589,-13
2616,-15
2625,-13
2649,-15
2699,-13
2721,-16
2772,-19
2793,-21
2822,-19
2852,-17
