Seconds_Since_Start,Score_Difference
36,2
54,0
83,3
112,6
136,4
144,7
157,6
170,7
182,4
205,7
225,4
242,7
258,5
291,6
298,4
320,6
328,4
361,6
373,3
393,6
454,8
516,6
532,8
581,6
617,4
657,6
679,3
760,5
777,2
806,0
868,2
894,0
907,2
918,1
932,4
971,2
1004,4
1060,6
1157,3
1167,6
1188,3
1198,5
1217,3
1237,6
1271,8
1309,10
1339,8
1372,6
1377,8
1405,5
1434,3
1461,1
1474,3
1522,1
1558,3
1573,1
1593,3
1613,5
1703,7
1750,9
1767,7
1799,9
1905,7
1928,6
1961,4
1988,6
2021,8
2091,6
2173,8
2242,9
2303,11
2333,13
2373,11
2392,9
2405,10
2414,7
2472,9
2485,7
2509,4
2558,2
2571,4
2602,6
2625,4
2636,7
2686,5
2699,3
2724,4
2735,1
2751,4
2792,6
2825,8
2846,9
2852,8
2854,10
2863,8
2868,11
