Seconds_Since_Start,Score_Difference
17,2
112,0
144,-2
153,1
201,-1
253,-3
282,-1
294,-3
379,-5
430,-7
465,-9
498,-7
526,-5
550,-7
562,-4
669,-6
679,-4
736,-6
793,-3
830,-5
858,-7
906,-5
928,-2
942,-4
960,-6
975,-3
1014,-5
1059,-3
1097,-1
1128,1
1146,-1
1159,1
1195,3
1230,1
1294,-1
1330,1
1364,3
1380,1
1411,3
1431,1
1458,-1
1477,1
1504,2
1528,0
1583,3
1607,1
1654,-1
1732,-3
1753,-1
1778,-3
1784,0
1815,3
1847,5
1878,3
1895,5
1916,7
1935,5
2027,3
2053,1
2077,0
2104,-2
2127,1
2156,-1
2160,-3
2182,-1
2206,1
2218,-1
2230,2
2250,1
2264,-2
2303,-5
2322,-3
2343,-5
2418,-7
2434,-4
2471,-1
2526,-2
2610,0
2630,-3
2675,0
2732,-2
2791,-4
2824,-6
2868,-8
2872,-6
