Seconds_Since_Start,Score_Difference
30,-2
72,1
106,3
126,1
147,3
155,0
166,3
202,5
210,2
236,-1
261,-3
290,-4
306,-2
342,-4
348,-2
361,-4
369,-2
390,-5
403,-3
434,0
456,2
487,4
503,2
527,4
550,6
590,8
602,6
651,8
699,5
734,3
780,1
808,-1
821,1
843,3
877,5
894,3
917,1
943,3
966,1
980,3
1094,1
1118,3
1138,5
1175,7
1245,9
1269,11
1283,8
1309,10
1339,12
1388,10
1400,7
1430,9
1439,6
1469,8
1488,5
1506,3
1526,4
1549,5
1565,2
1608,-1
1634,1
1657,-2
1709,0
1808,-2
1832,-4
1857,-1
1877,1
1896,-2
1928,-4
1940,-1
1966,-3
1975,-1
2008,0
2031,-1
2041,1
2059,-2
2083,-4
2096,-2
2147,-4
2156,-2
2171,-4
2188,-2
2225,-4
2265,-2
2464,-5
2498,-7
2517,-9
2542,-7
2579,-10
2599,-8
2617,-11
2629,-10
2708,-12
2724,-10
2815,-8
2841,-6
2872,-3
2877,-5
