Seconds_Since_Start,Score_Difference
32,2
51,0
76,2
100,-1
117,0
156,2
178,-1
195,1
231,-1
263,-3
285,-5
305,-3
322,-5
367,-8
391,-5
430,-7
447,-5
484,-2
506,1
522,-2
539,0
580,2
616,4
641,5
710,3
718,5
760,8
784,6
810,4
840,1
856,2
944,0
954,3
968,1
1039,3
1093,1
1156,-1
1166,0
1177,3
1277,0
1297,2
1320,0
1339,3
1391,5
1490,3
1554,5
1597,7
1627,9
1647,7
1669,9
1709,12
1728,15
1744,17
1799,15
1824,14
1834,11
1920,13
1984,11
2000,13
2026,11
2047,13
2066,16
2118,14
2156,12
2170,15
2277,12
2354,9
2400,11
2414,8
2456,5
2480,7
2502,4
2525,6
2542,4
2565,6
2634,8
2649,6
2712,4
2733,6
2744,3
2827,6
2840,5
2846,6
2851,8
2858,5
2861,4
2864,6
2873,7
2879,5
