Seconds_Since_Start,Score_Difference
11,-3
37,-5
65,-2
92,0
130,3
140,1
154,3
171,1
189,3
237,5
285,4
295,6
311,4
349,2
365,0
378,3
409,5
424,3
490,6
522,9
535,7
610,5
681,6
690,4
741,6
752,4
777,7
789,4
862,1
888,-1
914,-4
936,-2
952,-5
974,-6
986,-2
1023,0
1050,3
1073,5
1085,3
1134,5
1159,7
1177,4
1228,1
1244,4
1325,6
1336,3
1355,5
1374,7
1391,9
1430,7
1463,4
1479,6
1499,4
1518,7
1541,5
1555,7
1616,10
1672,8
1689,10
1702,8
1736,10
1761,11
1788,13
1809,10
1824,12
1844,10
1850,13
1943,15
1972,17
1987,15
2028,12
2051,14
2071,12
2092,14
2116,11
2151,9
2157,11
2176,9
2192,11
2269,9
2282,11
2340,9
2355,11
2404,8
2455,10
2492,12
2519,10
2564,8
2612,10
2650,12
2729,14
2764,16
2785,13
2812,12
