Seconds_Since_Start,Score_Difference
20,-2
39,0
69,2
88,-1
105,2
129,3
140,5
162,3
174,5
210,2
224,4
232,1
252,4
268,2
284,4
295,2
313,5
358,7
379,4
407,1
435,3
501,6
521,4
545,6
549,5
585,3
640,2
671,0
679,1
738,3
772,5
799,7
817,8
859,11
885,14
918,17
939,15
966,12
1034,15
1043,12
1063,14
1087,12
1125,14
1136,11
1181,9
1224,11
1247,13
1270,11
1302,9
1321,11
1347,13
1382,11
1393,14
1409,17
1502,14
1531,11
1545,13
1562,11
1574,13
1636,10
1666,8
1761,6
1785,8
1844,10
1884,11
1904,9
1938,6
2000,8
2018,5
2059,3
2084,6
2097,4
2113,6
2130,4
2193,7
2218,6
2241,4
2283,6
2326,9
2356,11
2371,9
2404,7
2448,9
2463,6
2482,8
2499,6
2532,3
2627,0
2651,2
2675,4
2695,6
2717,3
2779,0
2793,4
2841,6
2854,4
2855,6
2867,4
2869,5
