Seconds_Since_Start,Score_Difference
25,2
65,4
101,2
145,4
167,2
236,4
266,6
389,9
418,7
437,9
452,7
470,9
489,7
530,4
607,2
666,0
687,2
755,4
783,2
800,4
840,6
873,9
911,7
928,10
951,12
970,14
1017,12
1038,14
1076,16
1134,13
1159,11
1197,13
1239,11
1259,12
1279,10
1347,12
1377,15
1391,13
1401,14
1414,12
1437,14
1463,12
1496,10
1534,7
1594,10
1634,12
1658,14
1692,16
1736,18
1776,20
1844,18
1870,21
1906,23
1955,25
2016,23
2032,25
2039,23
2072,21
2124,22
2156,24
2184,26
2221,28
2246,31
2255,29
2278,32
2298,30
2341,32
2380,34
2406,32
2478,34
2524,36
2539,34
2572,31
2601,29
2628,27
2668,30
2692,32
2730,33
2752,35
2779,36
2826,34
2851,36
2876,39
